Sample Signal (pixels 1 to 128),Reference,Background Signal,SPR Curve
2.73992673992674,2.87789987789988,.147741147741148,.952057700466695
2.81562881562882,2.96336996336996,.157509157509158,.950144210960033
2.66422466422466,2.80586080586081,9.76800976800977E-03,.949521322889469
2.4993894993895,2.65323565323565,1.22100122100122E-02,.94201564657156
2.53846153846154,2.66910866910867,8.54700854700855E-03,.951052150045746
2.57020757020757,2.71306471306471,9.76800976800977E-03,.947344734473447
2.68253968253968,2.7997557997558,7.32600732600733E-03,.958133449629307
2.72405372405372,2.83272283272283,9.76800976800977E-03,.961637931034483
2.6971916971917,2.77655677655678,1.22100122100122E-02,.97141600703606
2.8034188034188,2.89499389499389,3.66300366300366E-03,.968367777309152
2.74358974358974,2.88034188034188,6.10500610500611E-03,.952522255192878
2.6984126984127,2.86568986568987,1.22100122100122E-03,.941627609714529
2.72405372405372,2.87057387057387,9.76800976800977E-03,.948957890259464
2.8962148962149,2.98656898656899,7.32600732600733E-03,.969746524938675
3.11111111111111,3.22100122100122,8.54700854700855E-03,.965883244882487
3.05738705738706,3.2039072039072,1.22100122100122E-03,.954268292682927
2.96581196581197,3.18070818070818,8.54700854700855E-03,.932437619961612
2.81562881562882,3.14529914529915,0,.895186335403727
2.81074481074481,3.27960927960928,3.66300366300366E-03,.857036485480268
2.97313797313797,3.5042735042735,9.76800976800977E-03,.848432055749129
2.83150183150183,3.35409035409035,6.10500610500611E-03,.844193665817255
2.66056166056166,3.19047619047619,6.10500610500611E-03,.833907386146192
2.52625152625153,3.03785103785104,7.32600732600733E-03,.831591639871383
2.4029304029304,2.86935286935287,7.32600732600733E-03,.837446808510638
2.46642246642247,2.91941391941392,6.10500610500611E-03,.844834797156002
2.31746031746032,2.74358974358974,0,.844681797952826
2.22588522588523,2.62637362637363,7.32600732600733E-03,.847512784751279
2.2014652014652,2.61904761904762,0,.840559440559441
2.37362637362637,2.85592185592186,1.22100122100122E-03,.831124412141941
2.63003663003663,3.12820512820513,1.22100122100122E-03,.840749414519906
2.96581196581197,3.51404151404151,8.54700854700855E-03,.843988881167478
3.02686202686203,3.6959706959707,0,.818962669309547
2.87667887667888,3.62881562881563,1.34310134310134E-02,.792732166890982
2.9035409035409,3.63858363858364,1.22100122100122E-03,.797986577181208
3.32234432234432,4.03663003663004,7.32600732600733E-03,.823049001814882
3.52747252747253,4.25030525030525,7.32600732600733E-03,.829933927032462
3.52747252747253,4.22222222222222,3.66300366300366E-03,.835454019664546
3.68009768009768,4.47008547008547,6.10500610500611E-03,.823272329964491
3.5970695970696,4.48473748473748,1.46520146520147E-02,.802069153280697
3.52991452991453,4.52991452991453,9.76800976800977E-03,.779245283018868
3.33211233211233,4.3992673992674,9.76800976800977E-03,.757424368581737
3.04639804639805,4.02808302808303,0,.756289784783268
2.94993894993895,3.76923076923077,8.54700854700855E-03,.782636864269517
2.84126984126984,3.62881562881563,0,.782974427994616
2.82905982905983,3.75946275946276,0,.752517050990581
2.67277167277167,3.71062271062271,0,.720302731161566
2.55311355311355,3.65079365079365,6.10500610500611E-03,.69933110367893
2.41636141636142,3.48351648351648,0,.693655800911321
2.4041514041514,3.48717948717949,0,.689425770308123
2.52991452991453,3.66910866910867,7.32600732600733E-03,.689517470881864
2.64835164835165,3.77777777777778,2.44200244200244E-03,.701034259857789
2.58119658119658,3.73992673992674,0,.690173032974208
2.49084249084249,3.75579975579976,7.32600732600733E-03,.663198959687906
2.49206349206349,3.84737484737485,7.32600732600733E-03,.647730879086004
2.54945054945055,3.98290598290598,8.54700854700855E-03,.640098099325567
2.45909645909646,3.78510378510379,0,.649677419354839
2.41025641025641,3.78388278388278,1.95360195360195E-02,.636979670861568
2.38827838827839,3.76068376068376,.010989010989011,.635064935064935
2.3040293040293,3.63858363858364,9.76800976800977E-03,.633221476510067
2.22832722832723,3.56654456654457,6.10500610500611E-03,.62478603218076
2.22954822954823,3.5970695970696,7.32600732600733E-03,.619823489477257
2.15628815628816,3.5982905982906,0,.599253478113336
2.12942612942613,3.73504273504274,1.22100122100122E-03,.570120954560314
2.07448107448107,3.81562881562882,0,.54368
1.997557997558,3.73748473748474,1.22100122100122E-03,.534465860829794
1.98168498168498,3.70695970695971,0,.534584980237154
2.04395604395604,3.75091575091575,0,.544921875
1.97680097680098,3.67643467643468,0,.53769511790103
1.87301587301587,3.65689865689866,4.88400488400488E-03,.512186978297162
1.81440781440781,3.73748473748474,0,.48546226723293
1.84615384615385,3.82905982905983,3.66300366300366E-03,.482142857142857
1.84615384615385,3.9047619047619,0,.472795497185741
1.8034188034188,3.90598290598291,.010989010989011,.461706783369803
1.6971916971917,3.84859584859585,0,.440989847715736
1.54212454212454,3.52991452991453,0,.436873054306468
1.42612942612943,3.4029304029304,1.46520146520147E-02,.419088625762469
1.43223443223443,3.55677655677656,4.88400488400488E-03,.402677651905252
1.41147741147741,3.61172161172161,0,.390804597701149
1.41147741147741,3.63003663003663,4.88400488400488E-03,.388832828792466
1.45177045177045,3.84004884004884,0,.378060413354531
1.41636141636142,3.76800976800977,2.44200244200244E-03,.375891121192482
1.35775335775336,3.73015873015873,8.54700854700855E-03,.363993453355155
1.35775335775336,3.71306471306471,7.32600732600733E-03,.365669187767182
1.35897435897436,3.68009768009768,0,.369276708692767
1.34432234432234,3.64468864468864,0,.368844221105528
1.32844932844933,3.40537240537241,0,.390103979921119
1.4041514041514,3.45543345543346,7.32600732600733E-03,.406360424028269
1.46398046398046,3.4004884004884,.010989010989011,.430520646319569
1.5958485958486,3.4029304029304,1.22100122100122E-03,.468963042698242
1.68864468864469,3.28815628815629,9.76800976800977E-03,.513553657630895
1.81562881562882,3.31868131868132,.010989010989011,.547093451066961
1.82051282051282,3.32722832722833,8.54700854700855E-03,.547155963302752
1.77899877899878,3.32967032967033,6.10500610500611E-03,.534286762009534
1.73382173382173,3.44444444444444,.010989010989011,.503367600141794
1.72893772893773,3.47619047619048,1.34310134310134E-02,.49736564805058
1.76434676434676,3.43223443223443,9.76800976800977E-03,.514051938811811
1.82661782661783,3.30647130647131,3.66300366300366E-03,.552437223042836
1.89377289377289,3.15140415140415,9.76800976800977E-03,.60092987214258
1.99023199023199,3.12087912087912,4.88400488400488E-03,.637715179968701
2.,3.04761904761905,6.10500610500611E-03,.65625
2.03174603174603,3.06959706959707,8.54700854700855E-03,.661893396976929
2.09035409035409,3.06715506715507,7.32600732600733E-03,.681528662420382
2.16727716727717,3.10866910866911,4.88400488400488E-03,.697172034564022
2.31990231990232,3.25274725274725,0,.713213213213213
2.4993894993895,3.38583638583639,0,.738189686260368
2.71306471306471,3.5006105006105,0,.775026159748866
2.84126984126984,3.47741147741148,1.22100122100122E-03,.817064606741573
2.68620268620269,3.19169719169719,0,.841622035195103
2.56166056166056,3.02075702075702,1.22100122100122E-03,.848019401778496
2.57753357753358,3.01587301587302,0,.854655870445344
2.68498168498168,3.1025641025641,4.88400488400488E-03,.865407319952774
2.57020757020757,2.94627594627595,0,.872358060505595
2.57997557997558,2.92918192918193,3.66300366300366E-03,.880783659858274
2.62637362637363,2.95115995115995,0,.889946214315267
2.61416361416361,2.85470085470085,8.54700854700855E-03,.91573994867408
2.62148962148962,2.77777777777778,0,.943736263736264
2.75824175824176,2.85470085470085,.010989010989011,.966210436270316
2.81807081807082,2.91208791208791,0,.967714884696017
3.03418803418803,3.1965811965812,7.32600732600733E-03,.949197860962567
2.96092796092796,3.22588522588523,0,.917865253595761
2.92918192918193,3.24908424908425,0,.901540774145058
2.9035409035409,3.1953601953602,0,.908674054260604
2.93406593406593,3.13797313797314,4.88400488400488E-03,.935019455252918
2.98656898656899,3.14041514041514,9.76800976800977E-03,.951010886469673
2.98901098901099,3.14529914529915,6.10500610500611E-03,.950310559006211
2.95970695970696,3.14285714285714,0,.941724941724942
2.9047619047619,3.07936507936508,1.22100122100122E-03,.943298969072165
2.84615384615385,3.01953601953602,0,.942579862515164
